8,2459251,4.0
8,2105990,4.0
8,248932,1.0
8,360830,2.0
8,513501,3.0
8,229195,4.0
8,968447,2.0
8,959714,5.0
8,2203834,4.0
8,2072798,3.0
8,660175,2.0
8,670748,1.0
8,1270901,4.0
8,349572,4.0
8,2478364,5.0
8,1739284,1.0
8,2024389,5.0
8,1763197,1.0
8,270495,3.0
8,921080,1.0
8,2137112,4.0
8,2455340,2.0
8,1234095,1.0
8,1861186,3.0
8,515441,3.0
8,161223,1.0
8,480567,3.0
8,99865,2.0
8,767492,4.0
8,235562,4.0
8,2338727,4.0
8,1757328,1.0
8,2204979,3.0
8,1266847,4.0
8,2376121,3.0
8,1829594,2.0
8,657582,4.0
8,2428151,3.0
8,1226991,4.0
8,1577811,3.0
8,1832599,2.0
8,2174575,2.0
8,2310027,1.0
8,1568103,5.0
8,2387369,1.0
8,1414159,5.0
8,628307,1.0
8,1202268,4.0
8,297269,5.0
8,2316963,3.0
8,3604,3.0
8,712943,4.0
8,1154184,4.0
8,2209351,5.0
8,894055,3.0
8,743076,4.0
8,2204299,5.0
8,437921,1.0
8,2336549,2.0
8,273541,1.0
8,1091467,5.0
8,1355003,1.0
8,77708,2.0
8,1713085,2.0
8,1314399,5.0
8,572037,2.0
8,2110213,5.0
8,1489463,1.0
8,1595693,1.0
8,1014132,3.0
8,2509533,4.0
8,2605004,4.0
8,1656649,1.0
8,990918,3.0
8,370222,5.0
8,1054433,1.0
8,577616,4.0
8,1638987,2.0
8,885386,3.0
8,1347915,5.0
8,2311775,4.0
8,956271,4.0
8,1605513,2.0
8,1665685,4.0
8,1189286,5.0
8,909399,4.0
8,2483306,4.0
8,836711,3.0
8,2593295,4.0
8,423167,4.0
8,2477493,3.0
8,215911,3.0
8,1222399,2.0
8,617493,3.0
8,1632041,5.0
8,405572,1.0
8,1357894,3.0
8,1702473,3.0
8,1604525,3.0
8,1170831,5.0
8,2489039,2.0
8,2207806,5.0
8,371701,2.0
8,2000906,3.0
8,1293893,4.0
8,1549632,3.0
8,2203675,2.0
8,807890,3.0
28,497196,3.0
28,2206364,4.0
28,2127722,5.0
28,2105990,4.0
28,12876,5.0
28,2611449,4.0
28,360830,3.0
28,16386,4.0
28,771805,4.0
28,513501,5.0
28,1267500,3.0
28,69183,3.0
28,53521,4.0
28,654043,3.0
28,1594839,4.0
28,2602249,3.0
28,968447,4.0
28,1764247,3.0
28,2461508,5.0
28,2203834,4.0
28,2137489,5.0
28,2072798,2.0
28,296153,5.0
28,1732859,3.0
28,1061353,4.0
28,2094970,2.0
28,532948,3.0
28,844748,3.0
28,677314,4.0
28,41724,3.0
28,1508003,2.0
28,238525,3.0
28,2041533,4.0
28,2361520,4.0
28,1629943,5.0
28,1862392,4.0
28,1303158,4.0
28,187896,3.0
28,52029,3.0
28,1124163,3.0
28,2397914,4.0
28,1715651,3.0
28,223641,4.0
28,223803,3.0
28,2648287,3.0
28,449967,4.0
28,739683,4.0
28,2192781,4.0
28,1002524,3.0
28,956874,4.0
28,89453,4.0
28,921528,4.0
28,1540127,4.0
28,229833,4.0
28,2129706,4.0
28,1241706,4.0
28,22842,5.0
28,1531344,5.0
28,779635,3.0
28,1742939,3.0
28,523720,5.0
28,689026,2.0
28,1286689,4.0
28,227280,3.0
28,1000904,4.0
28,2247785,3.0
28,2137112,3.0
28,1874187,4.0
28,1527713,4.0
28,2269039,5.0
28,223269,4.0
28,581893,4.0
28,2436738,5.0
28,2457851,4.0
28,370583,4.0
28,222553,3.0
28,2455340,3.0
28,924960,5.0
28,2554379,4.0
28,1040414,4.0
28,111918,4.0
28,74670,3.0
28,2024602,4.0
28,2607224,5.0
28,1377655,4.0
28,1575334,4.0
28,914848,4.0
28,2427632,3.0
28,2406766,3.0
28,2551112,4.0
28,883136,5.0
28,56790,3.0
28,1062852,4.0
28,1706142,3.0
28,1791124,5.0
28,515441,3.0
28,1120853,5.0
28,1498538,2.0
28,1008097,2.0
28,1194698,3.0
28,480567,2.0
28,2259855,5.0
28,926900,3.0
28,2177165,4.0
28,806546,5.0
28,2291422,4.0
28,436275,3.0
28,1151752,3.0
28,1784323,4.0
28,767492,4.0
28,823802,3.0
28,525788,4.0
28,1757328,4.0
28,1471251,5.0
28,2338727,4.0
28,1551094,3.0
28,558480,3.0
28,376730,3.0
28,2136927,3.0
28,727646,4.0
28,1311570,2.0
28,1522119,5.0
28,1583937,4.0
28,2204979,5.0
28,1107860,5.0
28,1337310,2.0
28,2461227,4.0
28,1303781,4.0
28,1602339,4.0
28,2520941,5.0
28,250618,3.0
28,2599761,4.0
28,1807578,4.0
28,310122,5.0
28,140498,4.0
28,354885,3.0
28,1085488,3.0
28,1873315,4.0
28,1829594,3.0
28,369756,5.0
28,2633320,3.0
28,2024797,3.0
28,968001,3.0
28,782528,3.0
28,1940080,4.0
28,1969285,4.0
28,1035300,4.0
28,2507653,3.0
28,1606520,4.0
28,1429452,5.0
28,1294790,5.0
28,1099918,3.0
28,862778,4.0
28,930538,5.0
28,1802288,4.0
28,1229196,5.0
28,2473448,4.0
28,1226991,4.0
28,1983102,4.0
28,58802,5.0
28,2396898,5.0
28,578896,2.0
28,601868,4.0
28,1975589,5.0
28,2240010,4.0
28,969772,4.0
28,2174148,4.0
28,2289798,4.0
28,1430398,4.0
28,1902140,3.0
28,347827,5.0
28,2174575,4.0
28,2524436,5.0
28,2006505,4.0
28,1215533,3.0
28,2310027,4.0
28,1342657,3.0
28,1511466,4.0
28,1053165,3.0
28,1955660,4.0
28,6785,4.0
28,1767795,5.0
28,1176322,5.0
28,2542703,4.0
28,1568103,4.0
28,965050,4.0
28,1326994,3.0
28,2463816,4.0
28,1103874,2.0
28,1972488,3.0
28,1079613,5.0
28,1780583,5.0
28,1414159,5.0
28,1104107,5.0
28,1940669,4.0
28,628307,4.0
28,1284186,4.0
28,998010,5.0
28,2416829,2.0
28,949667,4.0
28,1037924,4.0
28,1070701,3.0
28,1553270,4.0
28,801513,3.0
28,1604357,5.0
28,596267,4.0
28,107105,4.0
28,442276,4.0
28,1002943,4.0
28,649226,4.0
28,531125,2.0
28,249977,3.0
28,1154184,3.0
28,1743381,3.0
28,2419256,2.0
28,1970922,4.0
28,1886809,4.0
28,1639598,4.0
28,1116031,3.0
28,2247406,4.0
28,196027,3.0
28,724256,4.0
28,95146,4.0
28,159266,5.0
28,393226,3.0
28,612823,4.0
28,2147765,5.0
28,1062450,3.0
28,58399,5.0
28,815418,3.0
28,1093720,4.0
28,2305583,3.0
28,1249433,4.0
28,2561741,4.0
28,2344564,5.0
28,10337,3.0
28,840996,3.0
28,2294110,3.0
28,429045,4.0
28,1581343,3.0
28,1811650,5.0
28,87118,4.0
28,882006,4.0
28,538321,5.0
28,1988375,3.0
28,2420083,5.0
28,2204299,3.0
28,1941862,3.0
28,2194337,4.0
28,1357428,5.0
28,1725453,3.0
28,1961537,4.0
28,2315626,3.0
28,1182702,4.0
28,437921,4.0
28,1370564,4.0
28,2336549,4.0
28,439926,5.0
28,1806407,3.0
28,2591450,5.0
28,904842,2.0
28,2327365,5.0
28,2387463,4.0
28,1580943,4.0
28,2521402,4.0
28,2443463,3.0
28,2495459,3.0
28,2130756,4.0
28,2019921,5.0
28,2394802,4.0
28,2200358,2.0
28,2130566,5.0
28,59742,4.0
28,1197493,3.0
28,2077046,4.0
28,542729,3.0
28,603510,5.0
28,1816695,4.0
28,60326,3.0
28,1475817,4.0
28,933642,5.0
28,257923,4.0
28,1356861,4.0
28,1387497,4.0
28,2499000,3.0
28,2556279,5.0
28,1825413,5.0
28,844963,3.0
28,264739,3.0
28,1832243,5.0
28,1831361,4.0
28,2233703,4.0
28,409213,3.0
28,1293788,3.0
28,310178,4.0
28,1759398,4.0
28,40950,5.0
28,2304298,4.0
28,2509533,5.0
28,1271756,5.0
28,1718987,2.0
28,1495976,5.0
28,551176,3.0
28,1905165,3.0
28,853459,3.0
28,1998465,3.0
28,1493439,3.0
28,370222,5.0
28,137602,2.0
28,1054433,1.0
28,575399,5.0
28,2345454,5.0
28,577616,3.0
28,946972,2.0
28,27608,4.0
28,167759,5.0
28,136381,5.0
28,1688176,4.0
28,1316915,4.0
28,1395584,4.0
28,2479648,5.0
28,440499,3.0
28,885386,5.0
28,464504,3.0
28,400440,5.0
28,2141681,3.0
28,508323,5.0
28,2275574,5.0
28,1935714,5.0
28,2014280,3.0
28,1757056,4.0
28,2214772,3.0
28,2244124,4.0
28,1784946,5.0
28,1389127,5.0
28,1445262,5.0
28,2305823,4.0
28,2564796,5.0
28,1785017,4.0
28,2386179,4.0
28,2483306,5.0
28,284970,4.0
28,12798,3.0
28,1239496,3.0
28,830607,4.0
28,118244,5.0
28,2294868,3.0
28,930687,4.0
28,1005185,5.0
28,25435,2.0
28,1401726,5.0
28,2476470,4.0
28,1781160,5.0
28,1339354,3.0
28,1106149,4.0
28,1926928,4.0
28,2188443,2.0
28,872408,3.0
28,876005,4.0
28,2283319,3.0
28,1139218,5.0
28,1160998,2.0
28,492513,3.0
28,1344228,3.0
28,329653,5.0
28,1632041,5.0
28,1834123,4.0
28,145873,4.0
28,2586810,5.0
28,1773695,3.0
28,1357894,3.0
28,98388,4.0
28,1702473,4.0
28,1105040,5.0
28,584100,3.0
28,1604525,4.0
28,2429513,4.0
28,375199,3.0
28,2067671,3.0
28,1941094,4.0
28,1860613,4.0
28,1170831,3.0
28,2462751,4.0
28,2405506,5.0
28,908324,5.0
28,734269,3.0
28,2019776,5.0
28,1284912,3.0
28,31503,4.0
28,1029833,4.0
28,1846106,3.0
28,61027,5.0
28,1799090,3.0
28,1332183,3.0
28,371701,3.0
28,2622229,4.0
28,23808,5.0
28,1025888,4.0
28,1974194,4.0
28,2000906,3.0
28,303846,5.0
28,326502,5.0
28,1298126,5.0
28,7134,4.0
28,68056,5.0
28,1605124,5.0
28,1270980,4.0
28,803287,5.0
28,79556,4.0
28,1549632,5.0
28,1459323,4.0
28,1900424,3.0
28,2197603,4.0
28,1170770,4.0
